order_item_id,order_id,item_id,item_quantity,item_price
1151,611,10,1,175.66
1152,612,6,1,222.55
1153,613,20,1,242.24
1154,613,10,1,175.66
1155,613,20,1,242.24
1156,614,25,1,166.85
1157,615,8,1,379.43
1158,616,20,1,242.24
1159,616,20,1,242.24
1160,616,20,1,242.24
1161,617,20,2,242.24
1162,617,11,2,218.64
1163,617,15,1,227.76
1164,618,4,1,235.14
1165,618,30,2,220.9
1166,619,35,1,371.38
1167,620,21,1,277.83
1168,620,4,1,235.14
1169,620,6,1,222.55
1170,621,4,1,235.14
1171,622,8,1,379.43
1172,622,20,1,242.24
1173,623,6,1,222.55
1174,624,30,1,220.9
1175,625,21,1,277.83
1176,626,31,1,243.47
1177,626,19,1,276.57
1178,626,20,1,242.24
1179,627,19,1,276.57
1180,627,23,1,354.77
1181,628,10,1,175.66
1182,629,19,1,276.57
1183,630,19,2,276.57
1184,631,35,1,371.38
1185,631,16,1,204.74
1186,631,4,1,235.14
1187,632,17,1,172.29
1188,633,8,1,379.43
1189,633,15,2,227.76
1190,633,8,1,379.43
1191,634,24,1,204.9
1192,634,24,1,204.9
1193,635,20,2,242.24
1194,636,19,1,276.57
1195,637,21,2,277.83
1196,638,20,1,242.24
1197,639,20,1,242.24
1198,639,20,1,242.24
1199,640,30,1,220.9
1200,640,20,1,242.24
1201,641,19,2,276.57
1202,642,35,1,371.38
1203,642,11,1,218.64
1204,643,6,1,222.55
1205,643,20,1,242.24
1206,644,20,2,242.24
1207,644,17,1,172.29
1208,644,20,1,242.24
1209,645,31,1,243.47
1210,646,17,2,172.29
1211,646,19,1,276.57
1212,647,20,1,242.24
1213,647,35,1,371.38
1214,648,20,1,242.24
1215,649,19,1,276.57
1216,650,6,1,222.55
1217,651,24,1,204.9
1218,651,12,1,154.48
1219,652,31,1,243.47
1220,652,20,2,242.24
1221,652,10,1,175.66
1222,653,31,1,243.47
1223,654,19,1,276.57
1224,654,12,2,154.48
1225,655,8,1,379.43
1226,655,17,1,172.29
1227,656,20,1,242.24
1228,656,8,1,379.43
1229,657,20,2,242.24
1230,658,21,1,277.83
1231,658,5,1,237.27
1232,658,8,1,379.43
1233,658,19,2,276.57
1234,659,20,1,242.24
1235,659,31,1,243.47
1236,659,10,1,175.66
1237,660,8,2,379.43
1238,661,20,1,242.24
1239,661,4,1,235.14
1240,662,8,2,379.43
1241,662,32,1,226.4
1242,663,20,2,242.24
1243,664,6,1,222.55
1244,664,35,1,371.38
1245,665,20,1,242.24
1246,665,30,2,220.9
1247,665,35,1,371.38
1248,665,35,1,371.38
1249,666,17,1,172.29
1250,666,21,1,277.83
1251,667,10,1,175.66
1252,667,20,1,242.24
1253,668,20,2,242.24
1254,668,35,2,371.38
1255,669,35,1,371.38
1256,670,20,1,242.24
1257,670,25,2,166.85
1258,670,8,1,379.43
1259,670,20,2,242.24
1260,671,17,2,172.29
1261,671,35,1,371.38
1262,671,17,1,172.29
1263,672,6,2,222.55
1264,672,19,1,276.57
1265,672,12,1,154.48
1266,673,19,2,276.57
1267,673,19,2,276.57
1268,673,31,2,243.47
1269,673,21,1,277.83
1270,674,30,1,220.9
1271,674,21,1,277.83
1272,675,25,1,166.85
1273,675,6,1,222.55
1274,676,21,1,277.83
1275,677,25,1,166.85
1276,677,12,1,154.48
1277,678,28,1,344.6
1278,678,8,2,379.43
1279,678,19,2,276.57
1280,679,20,2,242.24
1281,679,20,1,242.24
1282,679,35,1,371.38
1283,680,10,1,175.66
1284,680,6,2,222.55
1285,681,35,1,371.38
1286,681,19,1,276.57
1287,682,10,1,175.66
1288,682,21,1,277.83
1289,682,17,1,172.29
1290,683,8,1,379.43
1291,684,19,1,276.57
1292,685,19,2,276.57
1293,686,19,1,276.57
1294,687,35,1,371.38
1295,688,28,2,344.6
1296,688,21,1,277.83
1297,689,20,1,242.24
1298,689,6,1,222.55
1299,689,35,1,371.38
1300,689,4,1,235.14
1301,690,6,1,222.55
1302,690,6,1,222.55
1303,691,35,2,371.38
1304,691,10,1,175.66
1305,692,21,1,277.83
1306,693,20,1,242.24
1307,693,19,1,276.57
1308,693,8,1,379.43
1309,694,20,1,242.24
1310,694,19,1,276.57
1311,694,35,1,371.38
1312,695,8,1,379.43
1313,695,8,2,379.43
1314,695,20,1,242.24
1315,696,20,1,242.24
1316,696,19,1,276.57
1317,697,20,1,242.24
1318,698,31,1,243.47
1319,698,6,1,222.55
1320,698,5,2,237.27
1321,698,31,1,243.47
1322,699,35,1,371.38
1323,699,12,1,154.48
1324,700,5,1,237.27
1325,701,20,1,242.24
1326,701,6,1,222.55
1327,702,17,1,172.29
1328,703,10,2,175.66
1329,704,20,1,242.24
1330,704,14,1,274.04
1331,704,6,1,222.55
1332,705,21,1,277.83
1333,705,30,1,220.9
1334,706,20,1,242.24
1335,706,20,1,242.24
1336,706,21,1,277.83
1337,706,35,1,371.38
1338,707,35,1,371.38
1339,708,5,1,237.27
1340,709,19,2,276.57
1341,709,21,1,277.83
1342,710,21,1,277.83
1343,711,19,1,276.57
1344,712,19,2,276.57
1345,712,30,2,220.9
1346,712,12,1,154.48
1347,713,20,1,242.24
1348,714,20,1,242.24
1349,715,21,2,277.83
1350,715,11,1,218.64
1351,716,28,1,344.6
1352,716,6,1,222.55
1353,717,4,1,235.14
1354,718,25,1,166.85
1355,718,8,1,379.43
1356,719,21,1,277.83
1357,719,19,1,276.57
1358,719,20,1,242.24
1359,720,12,1,154.48
1360,721,20,1,242.24
1361,721,20,2,242.24
1362,722,21,2,277.83
1363,722,35,2,371.38
1364,723,12,2,154.48
1365,723,5,1,237.27
1366,724,12,1,154.48
1367,724,20,1,242.24
1368,724,4,1,235.14
1369,724,10,1,175.66
1370,725,31,1,243.47
1371,725,20,1,242.24
1372,726,20,1,242.24
1373,726,21,2,277.83
1374,726,25,1,166.85
1375,727,6,1,222.55
1376,727,8,1,379.43
1377,728,8,1,379.43
1378,729,6,2,222.55
1379,730,6,1,222.55
1380,731,25,2,166.85
1381,731,24,2,204.9
1382,731,24,2,204.9
1383,731,20,1,242.24
1384,732,35,1,371.38
1385,732,21,1,277.83
1386,732,35,2,371.38
1387,733,6,1,222.55
1388,733,6,1,222.55
1389,734,20,1,242.24
1390,734,35,2,371.38
1391,734,6,1,222.55
1392,735,4,1,235.14
1393,735,31,1,243.47
1394,735,19,1,276.57
1395,736,8,1,379.43
1396,736,21,1,277.83
1397,737,35,1,371.38
1398,737,35,2,371.38
1399,737,20,1,242.24
1400,738,5,1,237.27
1401,738,12,1,154.48
1402,739,35,1,371.38
1403,740,28,2,344.6
1404,740,35,1,371.38
1405,740,35,2,371.38
1406,740,19,1,276.57
1407,741,35,1,371.38
1408,741,20,1,242.24
1409,741,6,2,222.55
1410,742,12,1,154.48
1411,742,30,1,220.9
1412,743,21,1,277.83
1413,744,6,1,222.55
1414,745,4,1,235.14
1415,746,19,1,276.57
1416,747,20,1,242.24
1417,748,20,1,242.24
1418,748,4,1,235.14
1419,749,35,2,371.38
1420,749,20,1,242.24
1421,750,20,1,242.24
1422,750,6,1,222.55
1423,750,17,1,172.29
1424,751,6,1,222.55
1425,751,19,1,276.57
1426,752,16,1,204.74
1427,752,20,1,242.24
1428,753,35,2,371.38
1429,753,20,1,242.24
1430,754,21,1,277.83
1431,755,8,1,379.43
1432,756,35,1,371.38
1433,757,20,1,242.24
1434,758,4,1,235.14
1435,759,11,1,218.64
1436,759,10,1,175.66
1437,759,8,1,379.43
1438,759,21,1,277.83
1439,760,12,2,154.48
1440,760,17,2,172.29
1441,761,19,2,276.57
1442,761,19,1,276.57
1443,762,8,1,379.43
1444,762,17,2,172.29
1445,763,35,1,371.38
1446,763,21,1,277.83
1447,764,20,1,242.24
1448,765,20,1,242.24
1449,766,35,1,371.38
1450,767,21,2,277.83
1451,768,17,2,172.29
1452,768,5,1,237.27
1453,769,12,1,154.48
1454,769,10,1,175.66
1455,769,6,1,222.55
1456,770,20,1,242.24
1457,770,5,1,237.27
1458,770,35,1,371.38
1459,770,8,1,379.43
1460,771,5,1,237.27
1461,771,8,1,379.43
1462,771,20,1,242.24
1463,772,19,1,276.57
1464,772,20,1,242.24
1465,773,10,1,175.66
1466,773,20,1,242.24
1467,774,25,1,166.85
1468,774,6,1,222.55
1469,775,20,1,242.24
1470,775,4,1,235.14
1471,775,30,1,220.9
1472,775,35,1,371.38
1473,776,17,1,172.29
1474,776,13,1,165.92
1475,776,20,1,242.24
1476,777,17,1,172.29
1477,778,20,1,242.24
1478,778,35,1,371.38
1479,779,10,1,175.66
1480,779,20,1,242.24
1481,780,6,1,222.55
1482,780,35,1,371.38
1483,780,20,1,242.24
1484,781,17,2,172.29
1485,781,5,1,237.27
1486,782,19,1,276.57
1487,782,6,1,222.55
1488,782,35,1,371.38
1489,783,6,1,222.55
1490,783,16,1,204.74
1491,783,8,1,379.43
1492,783,4,1,235.14
1493,784,30,2,220.9
1494,784,8,2,379.43
1495,785,20,2,242.24
1496,785,4,1,235.14
1497,786,20,1,242.24
1498,786,20,1,242.24
1499,787,6,2,222.55
1500,787,35,2,371.38
1501,788,35,1,371.38
1502,788,20,1,242.24
1503,789,20,1,242.24
1504,789,35,2,371.38
1505,789,5,1,237.27
1506,789,35,1,371.38
1507,790,35,1,371.38
1508,790,8,1,379.43
1509,790,10,1,175.66
1510,791,35,2,371.38
1511,791,8,2,379.43
1512,791,20,1,242.24
1513,792,20,2,242.24
1514,793,10,1,175.66
1515,794,12,1,154.48
1516,795,24,1,204.9
1517,795,20,1,242.24
1518,796,20,2,242.24
1519,796,25,1,166.85
1520,796,5,1,237.27
1521,797,10,1,175.66
1522,797,17,1,172.29
1523,798,4,1,235.14
1524,798,17,2,172.29
1525,799,25,1,166.85
1526,799,19,1,276.57
1527,799,12,1,154.48
1528,799,8,1,379.43
1529,800,19,1,276.57
1530,801,6,1,222.55
1531,802,20,1,242.24
1532,803,10,1,175.66
1533,803,35,1,371.38
1534,804,35,1,371.38
1535,804,19,2,276.57
1536,804,8,1,379.43
1537,805,35,1,371.38
1538,805,20,1,242.24
1539,806,6,1,222.55
1540,806,19,1,276.57
1541,807,19,1,276.57
1542,807,8,1,379.43
1543,808,17,2,172.29
1544,809,6,1,222.55
1545,810,4,1,235.14
1546,810,4,2,235.14
1547,810,8,1,379.43
1548,811,4,2,235.14
1549,812,20,2,242.24
1550,813,30,1,220.9
1551,814,35,2,371.38
1552,814,5,1,237.27
1553,814,6,1,222.55
1554,815,35,1,371.38
1555,815,8,1,379.43
1556,816,12,2,154.48
1557,816,5,2,237.27
1558,816,25,2,166.85
1559,817,25,1,166.85
1560,817,20,2,242.24
1561,817,6,1,222.55
1562,818,21,1,277.83
1563,819,20,1,242.24
1564,819,20,1,242.24
1565,820,8,1,379.43
1566,820,8,1,379.43
1567,821,5,1,237.27
1568,822,4,1,235.14
1569,823,16,1,204.74
1570,823,20,1,242.24
1571,824,31,1,243.47
1572,825,5,1,237.27
1573,826,21,1,277.83
1574,827,35,1,371.38
1575,827,21,1,277.83
1576,827,21,2,277.83
1577,827,35,1,371.38
1578,828,20,1,242.24
1579,828,19,1,276.57
1580,829,21,1,277.83
1581,830,21,1,277.83
1582,830,19,1,276.57
1583,830,25,1,166.85
1584,831,4,1,235.14
1585,831,6,1,222.55
1586,831,35,1,371.38
1587,832,19,1,276.57
1588,833,20,1,242.24
1589,834,28,1,344.6
1590,834,35,1,371.38
1591,835,17,1,172.29
1592,836,11,1,218.64
1593,836,8,1,379.43
1594,837,8,2,379.43
1595,838,5,1,237.27
1596,838,5,1,237.27
1597,839,6,1,222.55
1598,840,6,1,222.55
1599,840,8,1,379.43
1600,840,19,1,276.57
1601,841,10,1,175.66
1602,841,4,1,235.14
1603,842,35,1,371.38
1604,842,35,1,371.38
1605,843,12,1,154.48
1606,843,31,2,243.47
1607,843,25,2,166.85
1608,844,19,1,276.57
1609,844,35,1,371.38
1610,845,35,1,371.38
1611,846,21,2,277.83
1612,847,6,1,222.55
1613,847,16,1,204.74
1614,847,21,1,277.83
1615,848,5,1,237.27
1616,848,20,1,242.24
1617,849,4,1,235.14
1618,850,20,1,242.24
1619,850,5,1,237.27
1620,851,6,2,222.55
1621,852,17,1,172.29
1622,852,5,1,237.27
1623,853,4,1,235.14
1624,854,30,2,220.9
1625,854,20,1,242.24
1626,854,21,1,277.83
1627,855,8,1,379.43
1628,856,12,2,154.48
1629,856,8,1,379.43
1630,856,20,2,242.24
1631,856,8,1,379.43
1632,857,12,1,154.48
1633,858,19,1,276.57
1634,859,20,1,242.24
1635,860,20,1,242.24
1636,860,16,1,204.74
1637,860,5,1,237.27
1638,861,35,1,371.38
1639,861,20,1,242.24
1640,861,10,1,175.66
1641,862,8,1,379.43
1642,863,5,2,237.27
1643,863,4,1,235.14
1644,864,21,1,277.83
1645,864,4,1,235.14
1646,865,20,1,242.24
1647,865,5,1,237.27
1648,865,17,1,172.29
1649,866,35,1,371.38
1650,866,21,1,277.83
1651,867,35,1,371.38
1652,867,20,1,242.24
1653,868,20,2,242.24
1654,869,8,1,379.43
1655,869,35,1,371.38
1656,870,8,1,379.43
1657,871,20,1,242.24
1658,872,19,1,276.57
1659,872,6,1,222.55
1660,873,35,2,371.38
1661,873,8,1,379.43
1662,874,19,1,276.57
1663,875,35,1,371.38
1664,876,35,1,371.38
1665,877,17,1,172.29
1666,878,12,1,154.48
1667,878,21,2,277.83
1668,879,17,1,172.29
1669,879,19,1,276.57
1670,880,35,1,371.38
1671,881,35,1,371.38
1672,882,21,1,277.83
1673,882,12,1,154.48
1674,882,21,1,277.83
1675,883,19,2,276.57
1676,884,20,1,242.24
1677,885,10,1,175.66
1678,886,20,1,242.24
1679,886,35,2,371.38
1680,886,17,1,172.29
1681,887,10,1,175.66
1682,887,11,1,218.64
1683,887,35,1,371.38
1684,888,6,1,222.55
1685,888,20,1,242.24
1686,889,17,1,172.29
1687,889,11,1,218.64
1688,889,35,1,371.38
1689,889,30,1,220.9
1690,890,17,1,172.29
1691,891,30,1,220.9
1692,891,8,1,379.43
1693,892,19,1,276.57
1694,892,35,1,371.38
1695,892,6,1,222.55
1696,893,19,1,276.57
1697,893,20,1,242.24
1698,894,4,1,235.14
1699,894,8,1,379.43
1700,894,25,2,166.85
1701,895,20,1,242.24
1702,895,12,1,154.48
1703,895,20,1,242.24
1704,896,35,2,371.38
1705,896,35,1,371.38
1706,897,35,1,371.38
1707,897,4,2,235.14
1708,897,6,1,222.55
1709,898,35,1,371.38
1710,898,20,1,242.24
1711,899,20,2,242.24
1712,900,8,1,379.43
1713,900,20,1,242.24
1714,901,19,1,276.57
1715,901,20,1,242.24
1716,901,20,1,242.24
1717,901,6,2,222.55
1718,902,4,1,235.14
1719,902,20,2,242.24
1720,903,35,1,371.38
1721,903,35,1,371.38
1722,904,6,1,222.55
1723,904,35,2,371.38
1724,905,21,1,277.83
1725,906,35,1,371.38
1726,906,20,1,242.24
1727,907,20,1,242.24
1728,907,20,1,242.24
1729,907,17,1,172.29
1730,908,30,1,220.9
1731,908,8,1,379.43
1732,908,6,1,222.55
1733,909,16,2,204.74
1734,910,5,1,237.27
1735,911,15,1,227.76
1736,912,8,1,379.43
1737,912,17,1,172.29
1738,913,20,1,242.24
1739,913,19,1,276.57
1740,913,20,2,242.24
1741,914,35,1,371.38
1742,915,30,1,220.9
1743,915,20,1,242.24
1744,916,8,1,379.43
1745,916,21,1,277.83
1746,916,30,2,220.9
1747,917,35,1,371.38
1748,918,12,2,154.48
1749,918,20,1,242.24
1750,919,20,1,242.24
1751,920,21,1,277.83
1752,921,19,1,276.57
1753,921,6,1,222.55
1754,922,20,1,242.24
1755,923,6,2,222.55
1756,923,35,1,371.38
1757,923,19,2,276.57
1758,923,31,1,243.47
1759,924,20,1,242.24
1760,924,35,1,371.38
1761,925,20,1,242.24
1762,926,20,1,242.24
1763,926,6,1,222.55
1764,926,19,1,276.57
1765,926,30,1,220.9
1766,927,20,1,242.24
1767,927,4,1,235.14
1768,928,8,1,379.43
1769,928,20,1,242.24
1770,928,20,1,242.24
1771,929,8,1,379.43
1772,929,30,1,220.9
1773,929,4,2,235.14
1774,930,21,1,277.83
1775,930,25,1,166.85
1776,931,20,1,242.24
1777,932,8,1,379.43
1778,933,35,1,371.38
1779,934,35,1,371.38
1780,934,1,2,185.76
1781,935,19,1,276.57
1782,935,20,1,242.24
1783,936,8,2,379.43
1784,936,6,1,222.55
1785,937,6,1,222.55
1786,938,5,1,237.27
1787,938,10,2,175.66
1788,939,35,1,371.38
1789,939,6,1,222.55
1790,940,21,1,277.83
1791,940,20,1,242.24
1792,941,17,1,172.29
1793,941,35,1,371.38
1794,941,10,1,175.66
1795,942,35,1,371.38
1796,943,6,2,222.55
1797,944,6,1,222.55
1798,944,20,2,242.24
1799,944,35,1,371.38
1800,945,6,1,222.55
1801,946,28,1,344.6
1802,947,18,1,348.18
1803,947,20,1,242.24
1804,947,10,1,175.66
1805,948,35,1,371.38
1806,949,19,1,276.57
1807,949,19,1,276.57
1808,950,21,1,277.83
1809,950,35,1,371.38
1810,951,31,1,243.47
1811,951,20,1,242.24
1812,951,5,1,237.27
1813,952,35,1,371.38
1814,952,35,1,371.38
1815,953,35,1,371.38
1816,953,35,1,371.38
1817,954,21,1,277.83
1818,954,21,1,277.83
1819,955,35,1,371.38
1820,955,20,2,242.24
1821,955,20,1,242.24
1822,956,5,2,237.27
1823,957,17,1,172.29
1824,957,17,2,172.29
1825,958,6,1,222.55
1826,958,10,1,175.66
1827,958,10,1,175.66
1828,959,20,1,242.24
1829,959,30,1,220.9
1830,959,4,1,235.14
1831,959,19,1,276.57
1832,960,35,1,371.38
1833,961,20,2,242.24
1834,962,24,1,204.9
1835,963,35,1,371.38
1836,964,19,1,276.57
1837,964,6,1,222.55
1838,965,10,1,175.66
1839,966,20,2,242.24
1840,967,20,1,242.24
1841,968,35,2,371.38
1842,968,20,1,242.24
1843,968,35,1,371.38
1844,969,4,1,235.14
1845,970,20,1,242.24
1846,970,4,1,235.14
1847,971,21,1,277.83
1848,971,8,1,379.43
1849,972,19,1,276.57
1850,972,25,1,166.85
1851,973,20,1,242.24
1852,973,8,1,379.43
1853,974,20,1,242.24
1854,974,6,1,222.55
1855,975,12,1,154.48
1856,976,10,1,175.66
1857,977,5,1,237.27
1858,978,19,2,276.57
1859,979,11,1,218.64
1860,980,21,1,277.83
1861,981,20,1,242.24
1862,982,21,1,277.83
1863,983,8,2,379.43
1864,983,21,1,277.83
1865,984,35,1,371.38
1866,984,8,1,379.43
1867,985,33,2,201.16
1868,985,35,1,371.38
1869,985,35,1,371.38
1870,986,35,1,371.38
1871,986,25,1,166.85
1872,987,35,1,371.38
1873,988,20,1,242.24
1874,988,5,1,237.27
1875,989,8,1,379.43
1876,989,4,1,235.14
1877,990,20,1,242.24
1878,990,21,2,277.83
1879,991,5,1,237.27
1880,992,6,2,222.55
1881,993,8,2,379.43
1882,993,6,1,222.55
1883,993,20,2,242.24
1884,993,20,2,242.24
1885,994,12,2,154.48
1886,994,5,2,237.27
1887,995,35,1,371.38
1888,996,6,1,222.55
1889,996,21,2,277.83
1890,996,17,1,172.29
1891,997,10,1,175.66
1892,998,8,1,379.43
1893,999,8,2,379.43
1894,1000,20,1,242.24
1895,1000,4,1,235.14
1896,1001,5,1,237.27
1897,1002,20,1,242.24
1898,1003,4,2,235.14
1899,1004,10,1,175.66
1900,1005,35,2,371.38
1901,1006,21,1,277.83
1902,1007,12,1,154.48
1903,1008,6,1,222.55
1904,1008,30,1,220.9
1905,1009,4,1,235.14
1906,1009,19,1,276.57
1907,1009,6,2,222.55
1908,1010,6,1,222.55
1909,1010,8,2,379.43
1910,1010,6,1,222.55
1911,1011,5,1,237.27
1912,1011,4,1,235.14
1913,1011,6,1,222.55
1914,1012,20,2,242.24
1915,1012,10,1,175.66
1916,1013,28,2,344.6
1917,1013,25,1,166.85
1918,1013,35,1,371.38
1919,1014,35,1,371.38
1920,1014,30,1,220.9
1921,1014,6,1,222.55
1922,1015,12,1,154.48
1923,1016,12,1,154.48
1924,1016,28,1,344.6
1925,1016,20,1,242.24
1926,1017,17,1,172.29
1927,1017,20,1,242.24
1928,1017,19,1,276.57
1929,1018,31,1,243.47
1930,1019,12,2,154.48
1931,1020,6,2,222.55
1932,1021,30,1,220.9
1933,1022,17,2,172.29
1934,1022,4,1,235.14
1935,1023,31,2,243.47
1936,1024,5,1,237.27
1937,1025,6,2,222.55
1938,1025,20,1,242.24
1939,1026,4,1,235.14
1940,1026,6,1,222.55
1941,1027,31,1,243.47
1942,1028,35,1,371.38
1943,1028,20,1,242.24
1944,1028,21,2,277.83
1945,1029,8,1,379.43
1946,1030,20,1,242.24
1947,1030,5,1,237.27
1948,1030,20,1,242.24
1949,1030,19,1,276.57
1950,1031,6,1,222.55
1951,1032,6,1,222.55
1952,1033,20,1,242.24
1953,1034,20,1,242.24
1954,1034,25,1,166.85
1955,1035,35,1,371.38
1956,1035,20,1,242.24
1957,1035,11,1,218.64
1958,1036,20,1,242.24
1959,1036,20,1,242.24
1960,1036,25,1,166.85
1961,1037,19,2,276.57
1962,1038,30,1,220.9
1963,1038,20,2,242.24
1964,1038,24,1,204.9
1965,1039,12,2,154.48
1966,1039,25,1,166.85
1967,1039,12,2,154.48
1968,1039,14,1,274.04
1969,1040,35,2,371.38
1970,1040,20,1,242.24
1971,1041,35,1,371.38
1972,1042,8,1,379.43
1973,1042,10,1,175.66
1974,1043,10,2,175.66
1975,1043,19,1,276.57
1976,1043,10,1,175.66
1977,1044,35,1,371.38
1978,1045,16,2,204.74
1979,1046,20,2,242.24
1980,1046,10,1,175.66
1981,1047,8,1,379.43
1982,1047,30,2,220.9
1983,1048,8,1,379.43
1984,1048,35,1,371.38
1985,1048,20,1,242.24
1986,1049,35,1,371.38
1987,1049,35,1,371.38
1988,1050,20,1,242.24
1989,1050,21,1,277.83
1990,1050,19,1,276.57
1991,1050,10,1,175.66
1992,1051,5,2,237.27
1993,1051,30,1,220.9
1994,1051,25,1,166.85
1995,1052,8,1,379.43
1996,1053,35,1,371.38
1997,1053,20,1,242.24
1998,1054,35,1,371.38
1999,1054,10,2,175.66
2000,1055,35,1,371.38
2001,1055,19,2,276.57
2002,1055,35,1,371.38
2003,1056,20,2,242.24
2004,1056,12,2,154.48
2005,1057,6,1,222.55
2006,1058,35,1,371.38
2007,1059,33,1,201.16
2008,1059,20,1,242.24
2009,1059,20,1,242.24
2010,1059,20,1,242.24
2011,1060,8,1,379.43
2012,1061,15,1,227.76
2013,1062,20,2,242.24
2014,1063,35,2,371.38
2015,1063,12,1,154.48
2016,1064,19,1,276.57
2017,1065,20,2,242.24
2018,1065,35,1,371.38
2019,1066,4,2,235.14
2020,1067,20,1,242.24
2021,1067,20,2,242.24
2022,1068,25,1,166.85
2023,1069,13,1,165.92
2024,1069,25,1,166.85
2025,1069,19,1,276.57
2026,1069,35,2,371.38
2027,1070,20,1,242.24
2028,1071,35,1,371.38
2029,1072,20,1,242.24
2030,1072,21,1,277.83
2031,1072,12,1,154.48
2032,1073,17,2,172.29
2033,1073,5,1,237.27
2034,1074,12,1,154.48
2035,1074,6,1,222.55
2036,1075,31,1,243.47
2037,1075,20,2,242.24
2038,1075,10,1,175.66
2039,1076,20,1,242.24
2040,1076,4,2,235.14
2041,1077,6,1,222.55
2042,1077,19,1,276.57
2043,1078,20,1,242.24
2044,1079,20,1,242.24
2045,1079,10,1,175.66
2046,1079,35,1,371.38
2047,1080,6,2,222.55
2048,1080,10,1,175.66
2049,1081,17,1,172.29
2050,1081,20,2,242.24
2051,1081,4,1,235.14
2052,1082,35,2,371.38
2053,1083,20,1,242.24
2054,1083,33,1,201.16
2055,1084,4,1,235.14
2056,1084,20,1,242.24
2057,1085,23,1,354.77
2058,1085,8,2,379.43
2059,1086,35,1,371.38
2060,1086,10,2,175.66
2061,1087,21,1,277.83
2062,1088,8,1,379.43
2063,1089,25,1,166.85
2064,1090,35,1,371.38
2065,1090,19,2,276.57
2066,1091,20,1,242.24
2067,1091,17,1,172.29
2068,1092,19,1,276.57
2069,1093,17,2,172.29
2070,1093,6,1,222.55
2071,1094,17,1,172.29
2072,1094,25,1,166.85
2073,1095,25,1,166.85
2074,1095,35,1,371.38
2075,1096,10,1,175.66
2076,1097,35,1,371.38
2077,1098,8,2,379.43
2078,1099,6,1,222.55
2079,1099,8,1,379.43
2080,1100,20,1,242.24
2081,1100,4,2,235.14
2082,1100,19,1,276.57
2083,1101,4,1,235.14
2084,1102,12,1,154.48
2085,1103,10,2,175.66
2086,1104,31,1,243.47
2087,1104,35,2,371.38
2088,1104,6,1,222.55
2089,1105,8,1,379.43
2090,1105,6,2,222.55
2091,1106,20,1,242.24
2092,1107,5,1,237.27
2093,1107,12,1,154.48
2094,1107,20,1,242.24
2095,1107,30,1,220.9
2096,1108,35,1,371.38
2097,1108,35,1,371.38
2098,1108,19,1,276.57
2099,1109,12,1,154.48
2100,1109,21,1,277.83
2101,1109,8,1,379.43
2102,1109,10,2,175.66
2103,1110,5,2,237.27
2104,1111,17,1,172.29
2105,1111,20,2,242.24
2106,1112,21,1,277.83
2107,1112,20,2,242.24
2108,1112,31,1,243.47
2109,1112,6,1,222.55
2110,1113,10,1,175.66
2111,1114,35,1,371.38
2112,1115,4,1,235.14
2113,1116,14,1,274.04
2114,1116,8,1,379.43
2115,1117,5,1,237.27
2116,1118,20,1,242.24
2117,1118,20,1,242.24
2118,1119,5,1,237.27
2119,1120,35,1,371.38
2120,1121,30,1,220.9
2121,1122,10,1,175.66
2122,1123,20,1,242.24
2123,1123,21,1,277.83
2124,1123,32,1,226.4
2125,1124,35,1,371.38
2126,1124,20,1,242.24
2127,1125,21,1,277.83
2128,1126,35,1,371.38
2129,1127,31,1,243.47
2130,1127,20,1,242.24
2131,1127,6,1,222.55
2132,1127,6,1,222.55
2133,1128,20,1,242.24
2134,1129,35,2,371.38
2135,1129,25,2,166.85
2136,1130,20,1,242.24
2137,1130,6,1,222.55
2138,1131,20,1,242.24
2139,1132,20,2,242.24
2140,1132,35,1,371.38
2141,1132,35,2,371.38
2142,1132,20,1,242.24
2143,1133,17,1,172.29
2144,1133,19,1,276.57
2145,1133,35,1,371.38
2146,1134,35,1,371.38
2147,1134,25,2,166.85
2148,1135,6,1,222.55
2149,1135,35,1,371.38
2150,1136,19,1,276.57
2151,1137,19,1,276.57
2152,1138,25,1,166.85
2153,1138,20,2,242.24
2154,1138,35,1,371.38
2155,1139,35,1,371.38
2156,1139,10,2,175.66
2157,1140,35,2,371.38
2158,1141,19,2,276.57
2159,1142,6,1,222.55
2160,1143,19,2,276.57
2161,1143,8,1,379.43
2162,1143,25,1,166.85
2163,1144,14,1,274.04
2164,1144,14,2,274.04
2165,1145,24,1,204.9
2166,1146,20,2,242.24
2167,1146,17,2,172.29
2168,1146,20,1,242.24
2169,1147,30,2,220.9
2170,1148,35,1,371.38
2171,1149,20,1,242.24
2172,1149,35,1,371.38
2173,1150,20,2,242.24
2174,1150,20,1,242.24
2175,1151,20,1,242.24
2176,1152,8,1,379.43
2177,1152,5,2,237.27
2178,1153,31,1,243.47
2179,1153,19,1,276.57
2180,1154,31,1,243.47
2181,1154,20,2,242.24
2182,1154,30,1,220.9
2183,1155,20,1,242.24
2184,1155,8,1,379.43
2185,1155,21,1,277.83
2186,1156,20,1,242.24
2187,1156,17,1,172.29
2188,1157,20,1,242.24
2189,1157,4,1,235.14
2190,1158,35,2,371.38
2191,1159,14,1,274.04
2192,1159,33,1,201.16
2193,1159,20,1,242.24
2194,1159,12,1,154.48
2195,1160,21,1,277.83
2196,1161,17,2,172.29
2197,1162,20,2,242.24
2198,1162,20,1,242.24
2199,1163,20,2,242.24
2200,1163,20,1,242.24
2201,1164,20,1,242.24
