order_id,customer_id,staff_id,coupon_code,delivery_pincode,order_date,order_time,payment_method,delivery_status,promised_delivery_time,actual_delivery_time,total_amount
781,357,5,,247661,2026-05-04,Evening,COD,Delivered,45,43,581.85
782,356,16,,249402,2026-06-03,Evening,UPI,Delivered,45,33,870.5
783,440,8,,247003,2026-06-11,Evening,UPI,Delivered,45,33,1041.86
784,484,2,,247001,2026-06-22,Morning,UPI,Delivered,45,30,1200.66
785,7,5,,247661,2026-05-17,Morning,COD,Delivered,45,68,719.62
786,53,10,BULK150,247661,2026-06-24,Morning,UPI,Delivered,45,32,484.48
787,230,1,FIRST50,247003,2026-06-07,Evening,UPI,Delivered,45,30,1137.86
788,225,1,FESTIVE15,247004,2026-06-19,Evening,UPI,Delivered,45,34,521.58
789,134,12,,247667,2026-06-13,Evening,COD,Delivered,45,46,1593.65
790,117,5,,247003,2026-06-23,Evening,COD,Delivered,45,32,926.47
791,241,10,REFER20,247003,2026-06-06,Morning,UPI,Delivered,45,29,1395.09
792,498,15,MONTHLY200,251003,2026-06-28,Afternoon,COD,Delivered,45,28,484.48
793,224,8,,250002,2026-05-31,Evening,UPI,Delivered,45,43,175.66
794,323,18,,250002,2026-05-02,Morning,COD,Delivered,45,53,154.48
795,6,13,,247001,2026-06-27,Other,COD,Delivered,45,32,447.14
796,438,19,PROTEIN25,247232,2026-06-27,Morning,COD,Delivered,45,39,666.45
797,89,16,WELCOME10,247001,2026-06-24,Evening,COD,Delivered,45,31,313.15
798,483,18,,250002,2026-05-28,Morning,UPI,Delivered,45,59,579.72
799,219,16,,250001,2026-05-07,Evening,UPI,Delivered,45,33,977.33
800,470,10,,249402,2026-06-29,Morning,COD,Out for Delivery,45,26,276.57
801,85,9,LOYALTY50,251003,2026-06-17,Evening,UPI,Delivered,45,23,172.55
802,240,14,,247232,2026-06-15,Evening,UPI,Delivered,45,24,242.24
803,277,15,,250001,2026-06-28,Morning,COD,Delivered,45,58,547.04
804,313,14,FESTIVE15,251001,2026-05-03,Morning,UPI,Delivered,45,38,1108.36
805,95,15,,251001,2026-06-07,Afternoon,COD,Delivered,45,49,613.62
806,46,10,,247001,2026-04-21,Other,UPI,Delivered,45,39,499.12
807,287,9,WEEKEND15,247004,2026-06-15,Morning,UPI,Delivered,45,50,557.6
808,184,10,,250001,2026-06-13,Evening,COD,Delivered,45,55,344.58
809,269,15,PROTEIN25,251003,2026-05-29,Morning,COD,Delivered,45,33,222.55
810,350,15,,250001,2026-06-17,Morning,COD,Delivered,45,41,1084.85
811,307,7,,251003,2026-06-10,Afternoon,UPI,Delivered,45,30,470.28
812,288,6,MONTHLY200,249401,2026-05-19,Other,UPI,Delivered,45,45,484.48
813,401,13,SUMMER10,251003,2026-06-23,Afternoon,UPI,Cancelled,45,42,198.81
814,342,13,,247003,2026-06-29,Other,UPI,Cancelled,45,53,1202.58
815,379,15,,251002,2026-06-26,Afternoon,UPI,Delivered,45,22,750.81
816,146,20,,248003,2026-06-27,Morning,COD,Delivered,45,53,1117.2
817,404,10,GYM20,251001,2026-04-02,Other,UPI,Delivered,45,17,699.1
818,95,1,,250001,2026-06-16,Afternoon,UPI,Cancelled,45,56,277.83
819,23,12,,247661,2026-06-13,Evening,UPI,Delivered,45,42,484.48
820,168,11,,247232,2026-06-14,Morning,COD,Delivered,45,38,758.86
821,279,18,,249402,2026-06-24,Morning,COD,Delivered,45,52,237.27
822,448,1,,251003,2026-05-16,Afternoon,UPI,Delivered,45,35,235.14
823,413,19,,247003,2026-06-28,Afternoon,UPI,Delivered,45,59,446.98
824,367,13,GYM20,249402,2026-06-29,Evening,COD,Delivered,45,25,243.47
825,399,20,,251001,2026-06-29,Evening,UPI,Preparing,45,53,237.27
826,296,11,PROTEIN25,248003,2026-06-21,Morning,COD,Delivered,45,44,277.83
827,408,2,REFER20,249401,2026-06-27,Evening,COD,Delivered,45,24,1261.0
828,95,15,,249401,2026-06-19,Evening,COD,Delivered,45,43,518.81
829,365,8,,250002,2026-06-13,Morning,COD,Delivered,45,32,277.83
830,239,1,,247003,2026-06-26,Evening,UPI,Delivered,45,27,721.25
831,169,15,SUMMER10,247001,2026-06-23,Evening,UPI,Delivered,45,40,746.16
832,454,1,,247667,2026-05-20,Evening,COD,Delivered,45,27,276.57
833,348,9,,247661,2026-06-28,Evening,COD,Delivered,45,33,242.24
834,13,20,PROTEIN25,247232,2026-06-23,Morning,UPI,Delivered,45,47,536.98
835,109,19,,248003,2026-06-06,Afternoon,UPI,Delivered,45,39,172.29
836,141,7,,251002,2026-06-18,Afternoon,UPI,Delivered,45,23,598.07
837,69,12,,247004,2026-06-11,Evening,COD,Delivered,45,15,758.86
838,272,18,NEWYEAR100,251002,2026-06-23,Afternoon,UPI,Delivered,45,46,474.54
839,460,8,,247001,2026-06-13,Other,UPI,Delivered,45,44,222.55
840,261,5,EXPIRED5,247004,2026-06-27,Evening,COD,Delivered,45,61,834.62
841,60,20,,247232,2026-06-29,Other,UPI,Delivered,45,28,410.8
842,226,6,,247001,2026-06-01,Afternoon,UPI,Delivered,45,44,742.76
843,213,12,EXPIRED5,250001,2026-06-17,Evening,COD,Delivered,45,43,926.36
844,248,19,REFER20,248003,2026-06-23,Evening,COD,Delivered,45,45,518.36
845,300,13,,251002,2026-06-16,Afternoon,COD,Delivered,45,59,371.38
846,87,4,EXPIRED5,247004,2026-06-27,Evening,COD,Delivered,45,52,527.88
847,179,5,,250001,2026-06-22,Other,UPI,Delivered,45,26,705.12
848,186,11,WELCOME10,249401,2026-06-23,Morning,COD,Delivered,45,35,431.56
849,208,20,,250001,2026-05-08,Evening,UPI,Delivered,45,49,235.14
850,456,6,,250002,2026-06-24,Other,UPI,Delivered,45,18,479.51
851,153,8,FESTIVE15,251003,2026-06-24,Other,UPI,Delivered,45,50,378.34
852,414,4,GYM20,247667,2026-05-13,Evening,UPI,Delivered,45,27,327.65
853,458,16,,249402,2026-06-27,Morning,COD,Delivered,45,24,235.14
854,220,20,,251003,2026-05-30,Morning,UPI,Delivered,45,15,961.87
855,416,13,LOYALTY50,248003,2026-06-23,Morning,COD,Delivered,45,47,329.43
856,78,20,WELCOME10,247232,2026-06-29,Other,COD,Delivered,45,35,1397.07
857,40,19,,248003,2026-06-14,Morning,UPI,Delivered,45,29,154.48
858,8,14,BULK150,247003,2026-06-28,Morning,COD,Delivered,45,21,276.57
859,105,4,,247667,2026-06-22,Morning,UPI,Delivered,45,39,242.24
860,127,4,MONTHLY200,249401,2026-05-19,Morning,COD,Delivered,45,62,684.25
861,261,9,BULK150,251002,2026-06-22,Other,UPI,Delivered,45,35,789.28
862,282,16,,251001,2026-06-29,Afternoon,UPI,Out for Delivery,45,42,379.43
863,189,20,,247661,2026-05-10,Evening,UPI,Delivered,45,40,709.68
864,368,10,,251003,2026-06-12,Evening,COD,Delivered,45,28,512.97
865,85,6,FLAT75,247004,2026-06-27,Morning,UPI,Delivered,45,34,576.8
866,29,2,,248003,2026-05-09,Morning,UPI,Delivered,45,28,649.21
867,478,13,,248003,2026-06-01,Evening,UPI,Delivered,45,26,613.62
868,483,11,,247003,2026-05-16,Evening,COD,Delivered,45,50,484.48
869,235,18,MONTHLY200,247003,2026-06-14,Evening,UPI,Delivered,45,45,750.81
870,309,18,SUMMER10,247661,2026-06-16,Evening,COD,Delivered,45,49,341.49
871,208,14,GYM20,247001,2026-04-21,Morning,UPI,Delivered,45,45,242.24
872,164,12,,250001,2026-04-27,Morning,UPI,Delivered,45,23,499.12
873,44,2,,249402,2026-04-06,Evening,COD,Delivered,45,65,1122.19
874,348,20,,251003,2026-06-25,Other,UPI,Delivered,45,20,276.57
875,187,14,,247661,2026-06-07,Evening,UPI,Cancelled,45,32,371.38
876,136,20,,247001,2026-06-07,Evening,UPI,Delivered,45,43,371.38
877,436,12,,247003,2026-06-18,Evening,UPI,Delivered,45,31,172.29
878,113,14,,251001,2026-06-03,Afternoon,COD,Delivered,45,46,710.14
879,422,13,,247232,2026-06-28,Morning,UPI,Delivered,45,49,448.86
880,497,7,,247003,2026-06-18,Evening,UPI,Delivered,45,15,371.38
881,17,13,,249401,2026-05-01,Other,UPI,Delivered,45,37,371.38
882,438,19,,251002,2026-06-28,Evening,COD,Cancelled,45,46,710.14
883,461,1,,251001,2026-06-25,Afternoon,UPI,Cancelled,45,22,553.14
884,235,9,,248003,2026-06-20,Afternoon,COD,Delivered,45,46,242.24
885,386,9,,247001,2026-05-23,Evening,UPI,Delivered,45,56,175.66
886,43,9,GYM20,247001,2026-06-09,Evening,UPI,Cancelled,45,37,925.83
887,468,14,,247001,2026-04-22,Morning,COD,Delivered,45,30,765.68
888,73,7,,247003,2026-06-08,Evening,UPI,Delivered,45,34,464.79
889,332,10,,247003,2026-05-07,Morning,COD,Delivered,45,39,983.21
890,128,18,,247001,2026-06-19,Evening,UPI,Delivered,45,23,172.29
891,350,8,GYM20,251003,2026-06-20,Morning,COD,Delivered,45,37,480.26
892,205,20,EXPIRED5,250002,2026-05-05,Evening,UPI,Delivered,45,35,826.98
893,274,14,WELCOME10,251002,2026-05-15,Morning,UPI,Delivered,45,49,466.93
894,239,11,REFER20,247003,2026-06-25,Evening,COD,Delivered,45,31,758.62
895,128,6,,247667,2026-06-05,Afternoon,UPI,Delivered,45,44,638.96
896,242,5,,247004,2026-06-27,Afternoon,UPI,Delivered,45,26,1114.14
897,294,9,,247232,2026-06-22,Other,COD,Delivered,45,21,1064.21
898,213,14,,247661,2026-06-21,Morning,COD,Delivered,45,43,613.62
899,398,6,,251002,2026-06-09,Evening,UPI,Delivered,45,45,484.48
900,359,7,,247003,2026-06-18,Other,UPI,Delivered,45,43,621.67
901,243,7,,251001,2026-06-23,Afternoon,UPI,Delivered,45,35,1206.15
902,164,12,,251003,2026-06-21,Other,UPI,Delivered,45,28,719.62
903,186,2,,247667,2026-06-23,Other,UPI,Delivered,45,57,742.76
904,184,18,MONTHLY200,250001,2026-06-19,Morning,UPI,Delivered,45,41,965.31
905,219,8,,247001,2026-06-01,Afternoon,COD,Delivered,45,46,277.83
906,330,19,,247003,2026-05-09,Other,COD,Delivered,45,47,613.62
907,252,1,REFER20,251001,2026-06-24,Afternoon,COD,Delivered,45,53,525.42
908,489,11,,247001,2026-05-07,Evening,UPI,Delivered,45,56,822.88
909,13,14,,247004,2026-06-26,Other,UPI,Delivered,45,28,409.48
910,322,5,,247661,2026-06-28,Other,UPI,Delivered,45,37,237.27
911,448,18,,250002,2026-05-24,Evening,UPI,Delivered,45,21,227.76
912,403,9,,247667,2026-05-26,Evening,COD,Delivered,45,33,551.72
913,476,4,,247003,2026-06-06,Morning,COD,Delivered,45,52,1003.29
914,422,11,,247232,2026-06-15,Evening,UPI,Delivered,45,35,371.38
915,87,13,,249402,2026-06-28,Other,UPI,Delivered,45,30,463.14
916,101,7,,249401,2026-06-28,Other,COD,Delivered,45,33,1099.06
917,195,11,,247004,2026-06-27,Morning,COD,Delivered,45,33,371.38
918,463,12,,247667,2026-05-29,Evening,UPI,Delivered,45,40,551.2
919,27,8,,250002,2026-06-28,Afternoon,COD,Delivered,45,48,242.24
920,414,18,,250002,2026-05-10,Other,COD,Delivered,45,40,277.83
921,317,19,,251001,2026-06-15,Evening,COD,Delivered,45,53,499.12
922,188,4,WEEKEND15,247232,2026-06-29,Afternoon,COD,Preparing,45,60,205.9
923,20,7,LOYALTY50,251002,2026-05-26,Other,UPI,Delivered,45,30,1563.09
924,452,13,,251002,2026-06-09,Morning,UPI,Delivered,45,27,613.62
925,341,6,SUMMER10,247667,2026-06-22,Morning,COD,Delivered,45,41,218.02
926,429,16,,247003,2026-06-28,Evening,UPI,Delivered,45,34,962.26
927,103,10,MONTHLY200,247667,2026-06-11,Morning,UPI,Delivered,45,34,477.38
928,289,18,,247667,2026-06-26,Afternoon,COD,Delivered,45,45,863.91
929,304,6,,251001,2026-05-21,Morning,COD,Delivered,45,34,1070.61
930,369,1,,249402,2026-06-25,Evening,COD,Delivered,45,47,444.68
931,133,15,,249401,2026-06-26,Other,UPI,Delivered,45,26,242.24
932,246,11,,250002,2026-06-29,Evening,UPI,Delivered,45,58,379.43
933,462,13,,249402,2026-06-13,Evening,UPI,Delivered,45,29,371.38
934,210,6,,247667,2026-06-12,Afternoon,UPI,Delivered,45,15,742.9
935,440,15,,250001,2026-05-07,Evening,COD,Delivered,45,58,518.81
936,271,19,,251003,2026-06-21,Other,UPI,Delivered,45,39,981.41
937,471,7,FESTIVE15,249402,2026-05-29,Morning,UPI,Delivered,45,37,222.55
938,350,10,FLASH30,247004,2026-06-27,Evening,COD,Cancelled,45,50,412.01
939,398,13,NEWYEAR100,249401,2026-06-10,Evening,COD,Delivered,45,63,493.93
940,137,18,,247003,2026-06-14,Afternoon,UPI,Cancelled,45,48,520.07
941,345,7,,249401,2026-06-29,Morning,UPI,Delivered,45,33,719.33
942,199,19,,251001,2026-06-27,Evening,COD,Delivered,45,31,371.38
943,277,13,,251002,2026-06-28,Morning,UPI,Delivered,45,54,445.1
944,64,12,,249402,2026-04-26,Morning,COD,Delivered,45,15,1078.41
945,200,14,,250002,2026-06-29,Afternoon,COD,Delivered,45,25,222.55
946,431,19,,247001,2026-06-28,Afternoon,UPI,Delivered,45,39,344.6
947,384,16,,251001,2026-06-26,Evening,UPI,Delivered,45,45,766.08
948,463,20,,250001,2026-06-17,Morning,COD,Delivered,45,32,371.38
949,240,1,,248003,2026-05-07,Afternoon,COD,Delivered,45,25,553.14
950,52,18,FLAT75,250002,2026-06-26,Evening,UPI,Delivered,45,15,574.21
951,422,16,,249401,2026-06-10,Morning,UPI,Delivered,45,42,722.98
952,261,8,EXPIRED5,250002,2026-06-28,Morning,COD,Cancelled,45,33,705.62
953,138,7,,250002,2026-06-26,Evening,COD,Delivered,45,23,742.76
954,102,14,,251001,2026-06-25,Evening,UPI,Delivered,45,40,555.66
955,368,9,,247661,2026-06-19,Evening,UPI,Delivered,45,16,1098.1
956,285,11,,250002,2026-06-23,Other,COD,Delivered,45,31,474.54
957,148,2,,247001,2026-06-05,Evening,COD,Delivered,45,39,516.87
958,331,10,,247661,2026-02-19,Morning,UPI,Delivered,45,42,573.87
959,122,12,,247667,2026-06-24,Morning,COD,Delivered,45,31,974.85
960,484,5,,247667,2026-05-30,Afternoon,COD,Delivered,45,34,371.38
961,388,11,SUMMER10,247003,2026-06-13,Afternoon,COD,Delivered,45,27,436.03
962,299,15,,247667,2026-06-13,Evening,COD,Delivered,45,30,204.9
963,186,14,,248003,2026-06-27,Evening,UPI,Delivered,45,33,371.38
964,457,7,,247661,2026-06-23,Afternoon,UPI,Delivered,45,47,499.12
965,488,13,,247667,2026-06-23,Other,COD,Delivered,45,35,175.66
966,196,7,,247232,2026-06-04,Evening,COD,Delivered,45,23,484.48
967,306,15,,248003,2026-06-21,Other,COD,Delivered,45,20,242.24
968,128,2,LOYALTY50,247003,2026-05-21,Evening,UPI,Delivered,45,27,1306.38
969,483,14,FIRST50,249402,2026-06-06,Morning,UPI,Delivered,45,31,235.14
970,432,2,,249402,2026-06-19,Morning,UPI,Delivered,45,29,477.38
971,423,1,,249401,2026-06-25,Morning,UPI,Delivered,45,53,657.26
972,264,20,,251001,2026-06-29,Afternoon,COD,Out for Delivery,45,32,443.42
973,179,1,FESTIVE15,251001,2026-06-11,Evening,COD,Delivered,45,42,528.42
974,403,13,,247001,2026-06-26,Other,COD,Delivered,45,52,464.79
975,65,2,,251001,2026-05-10,Afternoon,UPI,Delivered,45,39,154.48
976,196,15,,247004,2026-04-19,Evening,UPI,Delivered,45,37,175.66
977,240,12,,250001,2026-06-23,Afternoon,UPI,Delivered,45,47,237.27
978,291,12,,248003,2026-06-26,Morning,UPI,Cancelled,45,31,553.14
979,101,14,SUMMER10,249401,2026-06-06,Morning,COD,Delivered,45,52,196.78
980,428,16,,247661,2026-06-29,Morning,COD,Preparing,45,31,277.83
981,70,16,,247001,2026-06-23,Evening,UPI,Delivered,45,57,242.24
982,165,14,,249402,2026-06-27,Afternoon,UPI,Delivered,45,20,277.83
983,373,7,,247661,2026-06-24,Evening,UPI,Delivered,45,54,1036.69
984,210,18,,251002,2026-06-06,Evening,UPI,Delivered,45,49,750.81
985,13,11,,251001,2026-06-29,Morning,UPI,Delivered,45,20,1145.08
986,282,15,FLAT75,247667,2026-05-12,Other,UPI,Delivered,45,49,463.23
987,189,10,REFER20,247661,2026-06-09,Other,UPI,Delivered,45,52,297.1
988,160,19,,251001,2026-06-16,Evening,COD,Delivered,45,27,479.51
989,67,16,,249402,2026-06-16,Evening,UPI,Delivered,45,40,614.57
990,158,20,,251001,2026-06-25,Morning,COD,Delivered,45,27,797.9
991,189,11,GYM20,247232,2026-06-09,Afternoon,UPI,Delivered,45,28,237.27
992,193,14,EXPIRED5,247003,2026-06-09,Morning,COD,Delivered,45,34,422.84
993,332,15,,249402,2026-05-19,Morning,UPI,Delivered,45,35,1950.37
994,459,16,EXPIRED5,251001,2026-06-08,Afternoon,COD,Delivered,45,35,744.32
995,214,20,,247661,2026-05-18,Morning,COD,Delivered,45,46,371.38
996,457,13,,247232,2026-06-23,Other,UPI,Delivered,45,44,950.5
997,1,15,,250001,2026-06-28,Evening,UPI,Delivered,45,15,175.66
998,165,19,,251002,2026-06-23,Evening,UPI,Delivered,45,52,379.43
999,154,1,,247667,2026-06-29,Afternoon,UPI,Delivered,45,55,758.86
1000,369,2,,250002,2026-06-28,Morning,COD,Delivered,45,35,477.38
1001,311,9,,247003,2026-05-20,Afternoon,UPI,Cancelled,45,34,237.27
1002,28,14,,247661,2026-06-24,Other,COD,Delivered,45,38,242.24
1003,339,13,,247232,2026-06-13,Evening,UPI,Delivered,45,29,470.28
1004,140,4,,249402,2026-06-25,Evening,COD,Delivered,45,18,175.66
1005,489,5,,249401,2026-06-15,Morning,UPI,Delivered,45,38,742.76
1006,71,6,,249401,2026-05-30,Morning,COD,Delivered,45,25,277.83
1007,247,5,,249401,2026-06-29,Evening,COD,Delivered,45,47,154.48
1008,374,9,,247232,2026-05-14,Morning,COD,Delivered,45,37,443.45
1009,83,15,,247004,2026-06-29,Evening,UPI,Delivered,45,38,956.81
1010,293,11,,248003,2026-06-05,Afternoon,UPI,Delivered,45,39,1203.96
1011,155,1,EXPIRED5,247001,2026-05-31,Evening,UPI,Cancelled,45,38,660.21
1012,436,5,,250001,2026-06-16,Evening,UPI,Delivered,45,44,660.14
1013,181,9,,251001,2026-06-29,Evening,UPI,Delivered,45,58,1227.43
1014,198,8,,247004,2026-06-08,Morning,UPI,Delivered,45,25,814.83
1015,469,14,LOYALTY50,247003,2026-06-20,Afternoon,COD,Delivered,45,43,154.48
1016,27,10,,247667,2026-06-28,Evening,COD,Delivered,45,46,741.32
1017,468,8,,247661,2026-06-02,Evening,COD,Delivered,45,40,691.1
1018,70,11,WELCOME10,247667,2026-05-30,Evening,UPI,Delivered,45,15,219.12
1019,53,11,GYM20,251002,2026-06-24,Evening,COD,Delivered,45,40,247.17
1020,306,14,,247232,2026-06-05,Other,COD,Delivered,45,39,445.1
1021,397,6,,249402,2026-06-26,Other,COD,Delivered,45,27,220.9
1022,47,20,,249402,2026-05-27,Morning,COD,Delivered,45,25,579.72
1023,461,11,,248003,2026-06-16,Evening,UPI,Delivered,45,51,486.94
1024,363,20,,251001,2026-06-07,Morning,UPI,Delivered,45,48,237.27
1025,182,18,FIRST50,251001,2026-06-07,Evening,COD,Delivered,45,44,637.34
1026,499,14,,251003,2026-06-22,Evening,UPI,Delivered,45,35,457.69
1027,80,14,FIRST50,247004,2026-06-25,Evening,UPI,Delivered,45,26,243.47
1028,310,12,,247661,2026-06-22,Other,UPI,Delivered,45,37,1169.28
1029,355,12,,247004,2026-06-15,Evening,UPI,Delivered,45,27,379.43
1030,186,2,FLASH30,247003,2026-06-28,Morning,UPI,Delivered,45,26,698.82
1031,108,8,,251001,2026-06-21,Afternoon,UPI,Delivered,45,35,222.55
1032,256,10,,247003,2026-06-15,Evening,COD,Delivered,45,18,222.55
1033,33,9,EXPIRED5,251002,2026-06-28,Morning,UPI,Delivered,45,25,230.13
1034,187,7,REFER20,249402,2026-05-11,Morning,COD,Cancelled,45,32,327.27
1035,278,20,PROTEIN25,249402,2026-06-19,Other,UPI,Delivered,45,39,624.19
1036,489,14,,247004,2026-06-04,Evening,UPI,Delivered,45,44,651.33
1037,321,11,FIRST50,251002,2026-06-13,Other,COD,Delivered,45,56,503.14
1038,65,16,,249402,2026-06-11,Morning,UPI,Delivered,45,18,910.28
1039,480,10,,247003,2026-06-25,Evening,UPI,Delivered,45,28,1058.81
1040,377,11,REFER20,251002,2026-06-22,Afternoon,UPI,Delivered,45,32,788.0
1041,70,16,,251002,2026-05-17,Morning,UPI,Delivered,45,53,371.38
1042,492,6,,249401,2026-06-28,Other,UPI,Delivered,45,56,555.09
1043,125,5,FLASH30,251001,2026-06-12,Afternoon,COD,Delivered,45,41,562.48
1044,129,14,,247661,2026-06-27,Morning,UPI,Delivered,45,32,371.38
1045,30,9,,247003,2026-06-23,Other,UPI,Delivered,45,22,409.48
1046,340,8,,248003,2026-05-02,Other,UPI,Delivered,45,43,660.14
1047,435,13,,247661,2026-06-20,Evening,UPI,Delivered,45,34,821.23
1048,37,11,FLAT75,250001,2026-06-25,Afternoon,UPI,Delivered,45,43,918.05
1049,26,20,FIRST50,251002,2026-04-10,Evening,UPI,Delivered,45,44,692.76
1050,201,4,,247232,2026-06-21,Afternoon,COD,Delivered,45,34,972.3
1051,39,11,REFER20,247004,2026-06-24,Afternoon,COD,Delivered,45,36,689.83
1052,464,20,,247003,2026-06-29,Morning,UPI,Delivered,45,35,379.43
1053,323,18,FESTIVE15,251001,2026-06-24,Afternoon,COD,Delivered,45,37,521.58
1054,72,13,EXPIRED5,250002,2026-06-22,Evening,UPI,Delivered,45,44,686.56
1055,108,9,,247001,2026-06-06,Evening,COD,Delivered,45,17,1295.9
1056,300,1,FLASH30,247661,2026-06-09,Other,UPI,Delivered,45,43,555.41
1057,384,5,,251003,2026-06-26,Evening,COD,Delivered,45,48,222.55
1058,77,8,,247001,2026-06-22,Morning,UPI,Delivered,45,23,371.38
1059,444,6,SUMMER10,247003,2026-06-27,Evening,COD,Cancelled,45,37,835.09
1060,35,13,,251003,2026-06-27,Evening,UPI,Delivered,45,49,379.43
1061,403,1,,249401,2026-05-29,Evening,UPI,Delivered,45,51,227.76
1062,78,10,,249402,2026-06-28,Afternoon,UPI,Cancelled,45,36,484.48
1063,246,9,,251003,2026-06-29,Evening,UPI,Preparing,45,48,897.24
1064,185,2,,249401,2026-06-20,Afternoon,UPI,Delivered,45,41,276.57
1065,499,2,,251001,2026-06-26,Evening,COD,Cancelled,45,52,855.86
1066,288,11,,247004,2026-03-07,Morning,UPI,Delivered,45,61,470.28
1067,258,6,,247667,2026-06-08,Morning,UPI,Delivered,45,29,726.72
1068,10,14,,247001,2026-04-18,Evening,COD,Delivered,45,38,166.85
1069,208,14,,249401,2026-06-21,Morning,COD,Cancelled,45,29,1352.1
1070,500,7,,251001,2026-06-04,Evening,UPI,Delivered,45,61,242.24
1071,312,8,,250001,2026-06-29,Other,UPI,Out for Delivery,45,26,371.38
1072,150,16,,247667,2026-06-19,Morning,COD,Delivered,45,38,674.55
1073,185,12,,248003,2026-06-19,Evening,COD,Delivered,45,42,581.85
1074,467,7,,251003,2026-06-29,Other,UPI,Out for Delivery,45,53,377.03
1075,289,8,REFER20,247232,2026-06-28,Morning,UPI,Delivered,45,49,722.89
1076,383,8,,247667,2026-06-08,Morning,COD,Cancelled,45,27,712.52
1077,275,11,,247661,2026-06-23,Morning,COD,Delivered,45,24,499.12
1078,233,20,,247004,2026-06-28,Morning,UPI,Delivered,45,68,242.24
1079,305,8,,247661,2026-06-27,Evening,COD,Delivered,45,56,789.28
1080,175,18,,249401,2026-06-25,Morning,COD,Delivered,45,33,620.76
1081,243,19,,247001,2026-06-28,Evening,COD,Delivered,45,35,891.91
1082,133,11,,247004,2026-06-27,Evening,UPI,Delivered,45,45,742.76
1083,307,7,FIRST50,247661,2026-02-24,Morning,COD,Delivered,45,27,393.4
1084,377,10,,249402,2026-06-28,Afternoon,UPI,Delivered,45,42,477.38
1085,250,2,,250001,2026-05-19,Evening,UPI,Delivered,45,41,1113.63
1086,217,16,GYM20,251003,2026-06-23,Morning,UPI,Delivered,45,40,578.16
1087,161,1,,251001,2026-06-26,Afternoon,COD,Delivered,45,39,277.83
1088,417,7,,249401,2026-06-26,Evening,COD,Delivered,45,24,379.43
1089,50,16,FLAT75,247001,2026-06-23,Other,COD,Delivered,45,44,166.85
1090,127,15,FLASH30,247661,2026-06-14,Morning,COD,Delivered,45,40,647.16
1091,294,7,,250002,2026-06-09,Evening,UPI,Delivered,45,18,414.53
1092,499,11,BULK150,250002,2026-06-24,Morning,UPI,Delivered,45,34,276.57
1093,122,7,,247661,2026-06-27,Other,COD,Delivered,45,20,567.13
1094,53,15,WEEKEND15,247232,2026-06-28,Morning,UPI,Delivered,45,36,288.27
1095,218,15,,251002,2026-06-24,Morning,UPI,Delivered,45,31,538.23
1096,401,2,,247667,2026-06-07,Evening,UPI,Delivered,45,48,175.66
1097,239,5,,247232,2026-06-11,Other,UPI,Delivered,45,15,371.38
1098,179,13,,247667,2026-06-11,Evening,UPI,Delivered,45,34,758.86
1099,275,2,,247003,2026-06-16,Evening,UPI,Delivered,45,40,601.98
1100,488,4,MONTHLY200,249401,2026-06-15,Evening,UPI,Delivered,45,42,989.09
1101,479,6,,251003,2026-06-01,Evening,COD,Delivered,45,33,235.14
1102,315,1,,251001,2026-06-29,Evening,UPI,Delivered,45,40,154.48
1103,64,16,,249402,2026-05-22,Evening,COD,Delivered,45,37,351.32
1104,284,2,,249401,2026-06-04,Evening,COD,Delivered,45,25,1208.78
1105,101,18,,251002,2026-06-08,Other,UPI,Delivered,45,51,824.53
1106,309,13,,247667,2026-06-04,Evening,COD,Delivered,45,44,242.24
1107,212,16,WELCOME10,247232,2026-05-03,Other,UPI,Delivered,45,34,769.4
1108,340,11,,251002,2026-06-03,Morning,COD,Delivered,45,35,1019.33
1109,441,4,,249401,2026-06-14,Evening,COD,Delivered,45,32,1163.06
1110,370,1,,248003,2026-06-08,Evening,UPI,Delivered,45,44,474.54
1111,95,5,WEEKEND15,250001,2026-06-13,Morning,UPI,Delivered,45,59,558.25
1112,263,20,,247003,2026-06-29,Evening,UPI,Delivered,45,55,1228.33
1113,336,8,FLAT75,250002,2026-06-06,Evening,UPI,Delivered,45,40,175.66
1114,263,19,,247003,2026-06-29,Afternoon,COD,Out for Delivery,45,28,371.38
1115,362,7,,251001,2026-06-23,Morning,UPI,Delivered,45,20,235.14
1116,218,7,EXPIRED5,250001,2026-06-09,Evening,COD,Cancelled,45,48,620.8
1117,379,20,,251001,2026-06-25,Afternoon,UPI,Delivered,45,27,237.27
1118,216,13,WEEKEND15,250002,2026-06-26,Other,UPI,Delivered,45,20,411.81
1119,60,9,,249401,2026-06-29,Evening,UPI,Cancelled,45,43,237.27
1120,455,9,GYM20,247661,2026-06-19,Afternoon,UPI,Delivered,45,64,297.1
1121,403,1,,251002,2026-06-11,Evening,UPI,Delivered,45,26,220.9
1122,190,15,WEEKEND15,247004,2026-06-27,Evening,COD,Delivered,45,45,175.66
1123,194,9,BULK150,250002,2026-06-10,Evening,UPI,Delivered,45,61,746.47
1124,410,12,,251001,2026-06-09,Morning,UPI,Cancelled,45,23,613.62
1125,404,11,,247661,2026-05-21,Other,UPI,Delivered,45,50,277.83
1126,489,19,,249401,2026-06-04,Afternoon,COD,Delivered,45,44,371.38
1127,60,16,MONTHLY200,248003,2026-06-28,Morning,UPI,Delivered,45,50,930.81
1128,184,18,,247004,2026-06-12,Evening,UPI,Delivered,45,23,242.24
